"gene_id"	"AM-WT_R1"	"AM-WT_R2"	"AM-WT_R3"	"CD206neg-IM-CRE_R1"	"CD206neg-IM-CRE_R2"	"CD206neg-IM-CRE_R3"	"CD206neg-IM-WT_R1"	"CD206neg-IM-WT_R2"	"CD206neg-IM-WT_R3"	"CD206pos-IM-CRE_R1"	"CD206pos-IM-CRE_R2"	"CD206pos-IM-CRE_R3"	"CD206pos-IM-WT_R1"	"CD206pos-IM-WT_R2"	"CD206pos-IM-WT_R3"	"Ly6Cpos-Mo-WT_R1"	"Ly6Cpos-Mo-WT_R2"	"Ly6Cpos-Mo-WT_R3"
"ENSMUSG00000040170"	176	202	479.001	656	286	2327	382.001	484	922	465.001	287	687	415	295	533.999	140	106	259
"ENSMUSG00000040174"	335	333.297	411	204.999	268.751	354	337	309	302	342	375.001	342.999	272	263	361.999	294.001	191	252
"ENSMUSG00000040177"	106	146	107.999	82.999	70	73	80.001	116.001	118.999	58	66	79	92.001	88	87	37	48.999	64
"ENSMUSG00000040181"	130	213	439	365	74	1447.76	97.999	134	611	132	81	387	216	65	312.999	194	96	290
"ENSMUSG00000040183"	5	0	2	1	1	18	1	2	0	2	0	0	0	18	2	4	2	0
"ENSMUSG00000040187"	20	7	11	44	31	47	16	24	25	45	26	42	30	6	34.999	3	5	0
"ENSMUSG00000040188"	3856	4347	4579	2453	2965	3242	2715	3015	2570	3607	4710	3552	4153	4076	4207.001	3567.001	3025.001	3669
"ENSMUSG00000040189"	25	39	19	53	63	88	51	51	51	41	30	43	28	76	55	36	22	23
"ENSMUSG00000040195"	200	310	251	276	247	239	236	321	243	191	288	287	258	384	345	289	168	135
"ENSMUSG00000040197"	0	0	0	3	4	9	4	1	1	18	23	21	13	24	27	0	1	3
"ENSMUSG00000040204"	398	478	189	96	93	75	29	77	20	105	83	97	26	166	34	26	58	38
"ENSMUSG00000040205"	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040209"	264	252	301	1438.001	1433	1045	1536	2073	1579.999	1031	1340	935	1194	1530	1371.999	178	162	156
"ENSMUSG00000040212"	2288	2363.999	2837	3611.001	3815	5326.001	4498.001	3934	4606	4410.001	5323.001	5576	4884	3525.999	4955	6458.001	5180.999	7656.001
"ENSMUSG00000040213"	102	98	97	45	65	47	35	51	48.999	81	47	49	37	51	43.001	52	45	52
"ENSMUSG00000040219"	46	57	55	120	93	186	97	115	133	140	122	116	124	76	115	46	28	16
"ENSMUSG00000040220"	189	213	272	181	196	277	249	164	186	230	195	202	153	139	116	104	101	61
"ENSMUSG00000040225"	4463	4867.999	4448.001	5032.999	5916	4203	5323	5943.999	5374	4073	5358	3563.999	4673.001	5210	5562.001	6860	5386	5148.999
"ENSMUSG00000040229"	96	98	74	1012	976	805	1169	1275	1146	2249	2184	1493	2129	3027	2596	11	27	5
"ENSMUSG00000040231"	2	8	2	0	0	1	2	0	0	0	4	2	0	0	0	0	0	0
"ENSMUSG00000040234"	1085	1241	1285	684	722	865	1027	1018	957	893	887	822	782	860	807	676	564	637
"ENSMUSG00000040236"	437	551	620	220	208	296	232	251	224	268	287	247	241	212	249	456	391	460
"ENSMUSG00000040242"	1783.001	2092	1834	1123	1240.002	1145	1197	1250	1208.001	1232	1417.999	1251.001	1004	1279	1351	1911.001	1528	1743.999
"ENSMUSG00000040247"	38	40.999	38.999	72.001	45	56.001	47.001	48	50	32	61.999	13	32.001	0	54	181	149	166
"ENSMUSG00000040249"	64371	72912	73536.999	32447	40746	35906.999	35910	44240	43828	32253.998	49272.999	33249	46425	41976.001	48943.001	58758	51439.001	46432
"ENSMUSG00000040250"	576.999	530	596	613.999	563.999	703	612.001	477.999	627.999	652.999	675	647	615	571.999	655.001	691	615.001	658.001
"ENSMUSG00000040253"	745	967	761	683	735.338	575.299	932.547	924	746.307	921	1118.592	739.712	734	1042	1058	880	719.019	560
"ENSMUSG00000040254"	0	4	2	12	2	34	0	2	3	5	2	8	6	0	0	0	3	2
"ENSMUSG00000040258"	0	0	0	1	5	0	4	2	0	0	0	1	0	0	0	0	0	0
"ENSMUSG00000040260"	0	2	7	23	10	77	3	10	28	8	9	7	6	28	10	0	0	10
"ENSMUSG00000040263"	9348	9196	10120	515.999	492	851.001	533	495	541.999	527	532.999	425	583	550.001	576.001	822	507.999	605.001
"ENSMUSG00000040264"	5	0	2	16	32	14	47	44	23	35	57	27	21	74	45	2	8	7
"ENSMUSG00000040265"	4	5	13	28	19	77.999	5	24	16	7	5	16	18	6	10	6	0	1
"ENSMUSG00000040268"	1305	1575	1319	1519.999	1626.999	1383.001	1618	1544.002	1500	1466.002	1771	1190.999	1290.998	1496	1524	1217.001	1226.999	813.001
"ENSMUSG00000040269"	154	158	268	98	129	239	154	101	118	139	165	130	126	67	132	134	100	151
"ENSMUSG00000040270"	33	84	53	570	685	535	609	526	591	518	527	358	559.999	462	588.001	272	125	135
"ENSMUSG00000040272"	142	246	164	278	326	295.999	210.001	334	224	258	324.001	167	165.999	255.001	208	132	138	118.999
"ENSMUSG00000040274"	2843.001	3704	3288.999	4104.001	4623	3234	3807	5905	4045	2533.999	3845	2357	2486	3600	3127	623	559	342.001
"ENSMUSG00000040276"	32	39	92	6	10	9	0	8	0	0	11	0	3	4	12	14	17	34
"ENSMUSG00000040280"	8	5	16	9	14	66	1	4	17	14	7	0	9	0	6	4	4	8
"ENSMUSG00000040282"	143	149	95	50	71	124	71	102	76	77	83	84	55	101	49	24	29	22
"ENSMUSG00000040283"	0	3	7	6	0	11	0	0	10	3	2	3	0	0	0	0	0	0
"ENSMUSG00000040284"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040287"	9	9	8	19	28	34	73	39	43	24	24	49	21	5	23	2	10	4
"ENSMUSG00000040289"	34	28	67	50	7	151	23	26	78	24	12	39	33	35	33	18	27	28
"ENSMUSG00000040296"	841.999	1060	809.999	942.999	808.001	1072.999	774	790	705	965	1006.999	847	702.001	929.001	852	2475	2220.001	1764
"ENSMUSG00000040297"	822	883	893	828	708	761.999	911	783	899	868	887	646	802	660	931	1327.999	973.001	1042
"ENSMUSG00000040298"	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040302"	111	85.001	92	64	69	74	61	60	73	103	92.999	111	96	58	86	69	120	77
"ENSMUSG00000040310"	0	0	4	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0
"ENSMUSG00000040312"	164	183	161	81.999	123	167.001	95	157.001	100	128	120	90	90	153	126	19	21	10
"ENSMUSG00000040314"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	16	16
"ENSMUSG00000040321"	514	634	482	108	114	94	100	143	90	79	88	42	48	148	78	58	62	41
"ENSMUSG00000040322"	1696	2258	1562	564	617	555	614	708	564	664	755	616	544	803	724	917	648	637
"ENSMUSG00000040325"	544	564.999	523.999	309.999	362	368	348.999	444	381.999	456	480	319	443	324.999	498	171	166	125
"ENSMUSG00000040327"	178.999	129.999	173	732.001	859.998	893	788.999	736	748	733	869	659.999	823	605	775	287.001	282	195
"ENSMUSG00000040328"	1	0	0	6	5	8	4	3.01	8	0	6.066	8	10	19	10.078	69.606	52.459	48
"ENSMUSG00000040329"	19	6	39	9	0	12	2	10	4	7	18	10	3	8	1	7	2	0
"ENSMUSG00000040331"	581	606.999	564	321	301	491.999	337	342	294	400	397.999	375	281.001	401	423	735	609	650
"ENSMUSG00000040339"	1605	1950	2033	3407	3509	2957	3734	3903	3620	3181	3693	3038	3183	3909	3822	6393	4722	4266
"ENSMUSG00000040340"	0	2	0	0	0	3	1	0	0	0	0	0	0	0	1	1	0	3
"ENSMUSG00000040345"	3406.999	3754	4227	1722	1972	2173	1942.001	1955	1654	1980.001	2191.001	1891	1657	2034.001	1875.999	4312	3733.999	4367
"ENSMUSG00000040350"	33.001	47	10	165	281.999	281	265.999	247	170.001	203	255	108	178	245	203	44	37	39
"ENSMUSG00000040351"	714	1052	761	653	655	571	713	745	694.999	702	817	754.999	795	824	908	1015	906	895
"ENSMUSG00000040354"	881.999	984	1108	532	549	685.999	529	603	477	582	705	575	495	541	533	530.001	616	634
"ENSMUSG00000040356"	1845.001	1904	2217	1835	1906.001	2520	1894.999	2033.998	1877	1477	1983.001	1632	1621	1253	1716	2180	1917.999	1678
"ENSMUSG00000040359"	727	805	690.999	490	479.999	596	511	537.999	519.001	568.999	685.001	444	564	708.001	637.001	584.999	623	440
"ENSMUSG00000040363"	1234.001	1606	1237.001	1509	1446	1606	1582	1826.001	2027	1217	1503	1346	1753	1607	1899	910	1032	714
"ENSMUSG00000040364"	0	3	3	0	1	12	0	1	2	0	16	2	0	0	9	12	0	0
"ENSMUSG00000040365"	1110	1151	1174	1121	1229	1530	871	1265	878	1091	1635	1165	1174	1226.999	1321	564.999	639	405
"ENSMUSG00000040367"	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0
"ENSMUSG00000040370"	284	322	315	133	181.001	138	118	142.001	124	188	180.999	148.001	164.001	225	195	275	152	176.001
"ENSMUSG00000040372"	0	0	0	0	1	0	4	0	3	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040373"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSMUSG00000040374"	900.999	932	860	384.999	436.999	459.001	369	446.999	361	445	570.001	498	386	580.999	472	528	432	579.999
"ENSMUSG00000040380"	0	0	0	0	3	0	1	2	1	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040383"	1925	2197	1827	1028	1044	980.001	1010.999	1253.001	1027	1021	1228.999	870	939	1265.999	1096	1552	1269	1221
"ENSMUSG00000040385"	7483	7676.001	8963	3675.001	3983	5303	4197.999	3936	3956.999	4263	4986.001	4585.001	4050.999	4068	4469	9914.999	7697.999	11507.999
"ENSMUSG00000040387"	0	1	0	0	0	4	0	0	0	0	4	3	0	3	0	0	0	0
"ENSMUSG00000040389"	300.999	383	426	364	361	362	320	370	343	316	383	312	334	459.999	344	265	136	223
"ENSMUSG00000040390"	401	463.001	444	253.999	257	415	269.001	308	251	243	358.001	318	348	272	277	158	188	215.001
"ENSMUSG00000040396"	703	716	771	347	312	325	396	401	300	248	429	264	272	375	339	515	516	443
"ENSMUSG00000040405"	0	8	0	4	4	2	6	3	0	0	0	0	0	0	0	2	3	2
"ENSMUSG00000040407"	1149	1225.001	952.001	1454	1483.001	1411.001	1472.001	1686.001	1459.999	1025.999	1213.001	983	979.001	1307	1364.001	1265	1113.001	711
"ENSMUSG00000040410"	143	152	172	217.001	269.001	241	210.999	268	259	262	435	217	281	276	257.001	137	184	157
"ENSMUSG00000040412"	12	25	32	117	25	440	4	6	26	44	16	89	5	19	18	1	0	3
"ENSMUSG00000040413"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040414"	746	853	1044	1289.001	1578	1704	1088.001	1212	1018	1112	1583	1243	1465	908	1471	2765.999	1950.999	2288.001
"ENSMUSG00000040415"	880	1078.001	1192	904.999	947	1573	1284	1258.999	1510	609	887	694.999	912	726.001	930	380	360	340
"ENSMUSG00000040420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040423"	1172	1600	1461	1742	1980.001	1281	1838	2287	2006	1778	2220	1386	1769	2288	2207	1798	1461	1735
"ENSMUSG00000040424"	0	1	5	0	1	4	7	5	1	2	0	3	2	0	1	1	4	0
"ENSMUSG00000040428"	4	2	3	10	25	74	21	7	24.999	26	15	25	13	13	28	0	3	4
"ENSMUSG00000040429"	30	45.274	31.914	24.845	27.238	7	1.326	5	6.832	23.596	14.779	10.412	7.264	12	12.951	17.073	46.422	27.72
"ENSMUSG00000040430"	368	377	416	823	642	1067	729	686	877.001	897	968.999	846	1020.001	935	1193.001	682	527	551
"ENSMUSG00000040432"	8	3	4	0	9	1	5	5	5	0	1	4	0	0	1	8	3	2
"ENSMUSG00000040433"	631.999	710.001	477	322	349.999	355	296.999	376.001	306	241	335	255.001	205	427	233.999	193.999	234	114
"ENSMUSG00000040434"	5	0	13	9	1	11	0	0	3	4	0	14	6	0	0	0	0	0
"ENSMUSG00000040435"	969	1044	1657	8375	7048	13943	9431	9613.001	11793	7787	8421.001	9079	9837.999	9251.999	10719	3943.999	3784.001	3273
"ENSMUSG00000040441"	3	6	15	3	0	20	3	5	3	0	0	4	5	0	0	1	1	3
"ENSMUSG00000040446"	286.999	261	284	215	251	239	173	212	169.999	223.999	274	190	200	218	228	218	207	257
"ENSMUSG00000040447"	54	74	160	219	191	594	181	229	297	157	136	165	223	138	154	36	69	76
"ENSMUSG00000040451"	2329.999	1669.999	2474.001	2115.999	1895.001	2310	2058.998	1590	2122.001	2447.999	2525	2749	1847.002	1567	2282.001	3770	2774.001	2053
"ENSMUSG00000040452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040455"	642	953	657	599	581.001	449	522	617	514.999	580	681	478.999	452	715	525.999	1174.001	1066.999	757.001
"ENSMUSG00000040456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040459"	894	1049.999	876	1431	1444	1565	1411	1490.999	1297	1138	1294	904.999	961	1138	1275	1606	1356	829
"ENSMUSG00000040462"	4845	4852	5248	3915	4225	5677.001	4566	4460	4671	5115	5692	4870	5244.001	4888	5773	4908	4068	4656
"ENSMUSG00000040463"	3122.001	3229	3565	2028	2442.999	2571	2177.999	2506.001	2192.999	2009.999	2529.001	1846	2002.999	2365	2250	1673	1372	1500.001
"ENSMUSG00000040464"	184	280	136	135	64	86	103	90	87	78	124	90	131	165	61	104	94	82
"ENSMUSG00000040466"	853	872	960	824.001	821	985.001	1099.999	1017	1007	1703	1633	1611	1833.999	1616.999	2059	550	481.999	728
"ENSMUSG00000040471"	0	0	0	0	0	4	0	0	0	4	0	0	0	0	2	0	0	0
"ENSMUSG00000040472"	435	437	579	704	834.001	1073	742.999	927.999	924.001	757.001	965.999	731	715.001	570.999	776	619	610.001	558.999
"ENSMUSG00000040473"	8	0	3	19	1	76	4	0	13	2	6	29.001	4	9	3	0	0	2
"ENSMUSG00000040478"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040479"	2476.999	2729.999	2880	3037	3461.999	4235.001	2825.001	3312.001	3246.999	2967	4166.999	3045	3432.999	3869	3349.999	2909	2655.001	2450.002
"ENSMUSG00000040481"	2636	3114.001	2514	2655	3022	2387	3166.999	3392.999	3149.001	2284	2956.999	1846.001	2905.999	2917.999	3465	2773	2397.999	1708
"ENSMUSG00000040482"	400	561.001	570.999	272	296.001	412	257.001	274	300.999	233.001	388	334	270.002	291	243	471	383	400.001
"ENSMUSG00000040483"	59	95.999	75	314	302	338	335	382	237.001	228	241	217	191	294	224	1333.999	1161.999	927.001
"ENSMUSG00000040485"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"ENSMUSG00000040488"	208	206	715	1190	270	6837.001	254	557	1383	351	171	928	531	316	643	198	141.001	289
"ENSMUSG00000040489"	0	0	0	2	2	0	0	2	1	0	1	2	1	0	3	0	0	0
"ENSMUSG00000040490"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040495"	2	1	0	14	1	1	1	3	1	3	2	3	1	0	0	8	0	0
"ENSMUSG00000040498"	0	4	0	0	0	0	6	2	2	0	0	0	0	0	0	6	9	5
"ENSMUSG00000040502"	36	60	47	4	7	47	4	18	1	15	18	15	23	11	18	19	9	20
"ENSMUSG00000040505"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0
"ENSMUSG00000040506"	1014	1086	1286.001	916	1053	1178	990	1147	984	805	1068	919.999	928	851	950.001	1243	1029	1082
"ENSMUSG00000040511"	365	199	309	2879.999	2884	3163	2549.001	2214	2502	2649.001	3321.999	2952	2938	1793.999	2939	3152.999	2152	2935.999
"ENSMUSG00000040514"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040520"	641	892	609	255	297	257	288	313	259	349	395	295	285	459	291	244	219	112
"ENSMUSG00000040521"	198	194	237	132	135	160	84	92.999	97.999	110	114	120	89	118.999	98	92	102	100
"ENSMUSG00000040522"	5159.998	6047.001	4946	1330.999	1474	868	1333	1405	1083	2123.001	2514	1491	1593	2579	2246	2397	1789.999	1775
"ENSMUSG00000040524"	1331	1382	1315	1038	1112	1154	1168	1383	1384	898	1030	838	1257	1330	1423	846	850	676
"ENSMUSG00000040525"	0	0	3	1	2	29.001	3	0	4	7	3	0	3	0	0	0	0	10
"ENSMUSG00000040528"	789.001	1054	934.001	852.998	867.001	897	1214.999	1040.001	1081.999	1044.999	1069.999	932	803	812	1075.999	1109.999	1010.999	1120
"ENSMUSG00000040532"	285	386	428	313	288.001	422.001	254	281.001	266	228.999	331	231	251	234	243.001	400	322.001	447
"ENSMUSG00000040533"	0	0	0	0	3	5	5	0	0	0	4	0	0	0	0	0	0	0
"ENSMUSG00000040536"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040537"	838	1192.999	954.999	344.999	449.999	236.001	819	817	833	227	316.999	175	563.001	513	596.001	35	11	12
"ENSMUSG00000040541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040543"	5	0	16	18	4	145	8	11	53	5	2	24	10	0	1	3	0	4
"ENSMUSG00000040548"	1071	1105	1225	487	415	530	410	414	465	427	462	425	484	453	562	1169.001	941	1225
"ENSMUSG00000040549"	1457	1944	1411	996	1067	1140	1035	1202	955	947	1228	1031.999	1059	1362	1196	655	661	351
"ENSMUSG00000040550"	823	942	834	310	413	466	368	411	352	442	613	419	397	450	458	620	419	503
"ENSMUSG00000040552"	79	49	109	7675	7430	9268	11235	10246	12203	12040	13001	12205	15673	13956	19066	286	146	315
"ENSMUSG00000040554"	0	2	2	7	7	6	1	3	0	0	10	3	4	1	3	6	0	1
"ENSMUSG00000040557"	9	54.001	37	44.999	16	68	23	15	13	31.001	43	31	45	44.001	34	9	0	15
"ENSMUSG00000040560"	1278	1427.999	1388	480	604	424	489	519	506	598	726	490	607	667	670	908.999	713	610
"ENSMUSG00000040562"	23	19	58	143	75	634	42	67	129	79	57	151	62	27	89	16	27	62
"ENSMUSG00000040563"	23	41	59	103	90.999	182	157	151	157	53	86	133	92	171	118	12	12	22
"ENSMUSG00000040564"	104	78	139	4	0	44	6	8	2	4	4	10	8	6	19	76	52	97
"ENSMUSG00000040565"	1258	1708	1372	2046	1903	1885	2090	1983.001	2206	1589	1987	1772	2322	1920	2590	2329	1484.001	2118
"ENSMUSG00000040569"	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0
"ENSMUSG00000040570"	7	6	6	1	5	8	7	9	4	5	2	4	0	0	6	26	9	6
"ENSMUSG00000040576"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040583"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040584"	49.902	87.911	123.013	90.871	19.883	286.842	24.759	36.46	127.178	54.861	11.492	60.723	77.556	36.134	69.753	306.007	215.651	305.771
"ENSMUSG00000040586"	164	198	141	222	289	251	262	245	242	249	242	208	211	303	218	144	131	76
"ENSMUSG00000040591"	279.001	295	358.999	100.999	114	175.001	98	135	130	104	144	116	117.999	219	180	40	51	49
"ENSMUSG00000040592"	25	21	47	191	208	203	263	278	255	149	201	105	243	322	351	195	229	241
"ENSMUSG00000040594"	0	0	2	3	2	16	0	13	0	0	0	0	0	0	1	2	5	2
"ENSMUSG00000040596"	408	491	389	1342.001	1499	1337	1596	1723	1709	1663.999	1911	1459	1951.001	1859	2429.001	542.999	373	291
"ENSMUSG00000040599"	544	533	443	235	179	217	251	299	238	283	261	207	229	311	247	414	245	233
"ENSMUSG00000040600"	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040601"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040605"	6	6	19	27.999	6	135	4	13	4	6	3	19	9	13	3	0	0	6
"ENSMUSG00000040606"	447	478	529	20	21	85	14	20	20	15	6	49.001	11	0	34	26	12	7
"ENSMUSG00000040610"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040612"	5	6	15	445	429	204	1155.001	1177.001	1262	614	713	368	1275	1243	1519	3	5	0
"ENSMUSG00000040613"	806	923	1074.001	4017	4324	3814.999	4824	5164.999	4662	3904	4478	3454.001	3457	3577	4363.001	3754.001	3121	4520
"ENSMUSG00000040614"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040616"	627	838	809	627	791	876	650	750	581	736	934	744	612	676	628	2496	2776	2769
"ENSMUSG00000040618"	288.999	321	337	363	477	508.999	374	504.001	419.001	371	467	316	397	434	384.999	428.999	354.998	454
"ENSMUSG00000040620"	602	606	809	452.999	454.999	486.999	421	545	460	517	554	344.999	363.999	562.999	432.001	430	302	312
"ENSMUSG00000040621"	41	54	34	31	50	56	44	32	41	44	55	40	29	18	39	13	9	16
"ENSMUSG00000040624"	3808	4615.999	3574.001	238	224	393	277	347	357	248	257.001	226	298.999	321	338.001	1226	1150	721
"ENSMUSG00000040627"	0	0	0	0	1	0	0	2	3	4	3	0	0	0	0	16	6	15
"ENSMUSG00000040629"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMUSG00000040631"	98	100	62	78	83	224	87	76	153	89	98	102	102	96	46	40	20	42
"ENSMUSG00000040632"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040640"	330	373.999	368	13	2	13	0	1	0	1	0	0	9	1	0	7	0	0
"ENSMUSG00000040648"	625.999	848	605	698	849	562	678.001	896	756	814	946.999	636.999	591	825	702	984.999	1045	664
"ENSMUSG00000040649"	0	0	2	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040650"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040651"	656	835	507	795	690	571	891	836	771	865	789	551	730	848	948	755	575	460
"ENSMUSG00000040652"	343	307	501	916.999	908	1734.999	905	885.001	1011.001	1040	1175	1206	1195	1012	1285.001	1865.002	1375	1678
"ENSMUSG00000040653"	12	8	32	19	5	196	25	4	46	26	5	32	15	29	38	0	0	3
"ENSMUSG00000040658"	33	39	58	39	46	42	17	20	18	60	57	87	22	24	38	2	5	12
"ENSMUSG00000040659"	4993	4973	5713	10471	11897	12257	12499	12435	12856	12250	15447	13247	14407	10671	14819	11876	8621	12401
"ENSMUSG00000040660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040661"	825	1159	848	726	966	724	852	977	958	757	1087	596	914	823	1063	535	452	330
"ENSMUSG00000040663"	291	293	340	472	699	599.001	813	826.999	807	101	161	62	176	211	193.999	481	333	324
"ENSMUSG00000040666"	0	0	0	13	0	43	0	3	6	3	0	1	5	6	0	2	0	0
"ENSMUSG00000040667"	1117	1093	1073.001	1006.001	1032.001	1138.001	1023	1163.001	1042.999	1300	1244	1032	1071.001	1318.002	1133.001	1102.999	986.001	1048
"ENSMUSG00000040669"	297.999	283	339	268	306	503	235.999	286	279	317.001	350	270	324.999	352	354	289	180	233.001
"ENSMUSG00000040675"	45	37	90	139	175	183	154	150	146	145	242	130	180	131	135	423	270	339.999
"ENSMUSG00000040680"	0	0	1	0	0	0	3	1	0	0	5	0	0	0	0	0	0	0
"ENSMUSG00000040681"	1514	1709.999	1501	1306	1134	1750	1043	999	1079.001	1464	1679.999	1526	1398	1341	1609	187	152	227
"ENSMUSG00000040687"	1267.001	1567.999	1442.002	2102.998	2592	2500	1992.002	2768.999	2275	2014.001	2791	1828.998	2148.001	2696	2301.999	3767	3311	2896.001
"ENSMUSG00000040688"	539	565	712	295.999	358	470	378.001	439.999	415	419	490	493	381	533.999	373.999	323.001	380	354
"ENSMUSG00000040690"	10	25	26	107	19	294.001	4	34	55	112	104.999	167.001	168	90	151	5	2	7
"ENSMUSG00000040693"	11	6	4	8	2	67	12	8	30	14	6	20	5	0	20	2	0	4
"ENSMUSG00000040694"	20	10	15	0	1	1	0	0	2	0	0	1	0	0	3	0	0	0
"ENSMUSG00000040697"	667	838	738	593	759	618	698	836	648	596	927	575	662	927	739	516	373	247
"ENSMUSG00000040699"	189	169	141	1368	1600.001	1726	1068	1405	950	1668	2290	1567	1499	1305	1542.001	4017	3856.999	4264
"ENSMUSG00000040701"	932.999	944	1021	641	804	813.999	788	859	798.001	626.001	767.999	618	618.999	545.001	638	964	853	841.998
"ENSMUSG00000040703"	70	38	58	211	98	658	52	86	118	153	78	208	45	29	74	8	1	18
"ENSMUSG00000040706"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040710"	371	333.999	347	1714	1528.001	1041	1472	1590	1694	1668	1813	1459.999	1586	1769	1937.999	2548.999	2293	1886
"ENSMUSG00000040711"	5880	5747	5579	6437	7301	5781	8977	9484	8292	5216	6979	4816	6794	6801	7418	832	579	800
"ENSMUSG00000040712"	2073.999	2141	2004.999	3484	3787	4153	3783	4321	3984.001	2392	3448	2372.999	2909.001	3037	2823	2227.999	2034.999	1468
"ENSMUSG00000040713"	7030.001	7523	7738	2089	2241	2548	2742	2657	2624	2713	3132	2550	3343	3522	3746	3804	3045	4993
"ENSMUSG00000040714"	6	4	12	7	3	42	0	2	4	1	2	9	2	0	3	0	4	0
"ENSMUSG00000040715"	116.273	326.438	165.004	260.32	299.211	427.984	288.513	296.694	228.293	0	195.926	92.278	227.562	652.053	201.375	275.821	259.071	63.598
"ENSMUSG00000040717"	19	29	39	41	33	150	14	38	72	53	39	49	53	52	102	56	54	59
"ENSMUSG00000040720"	1639	2166	1806	992	1102	1035	935	1187	948	1136	1332	1039	1151	1327	1211	1484	1297	1136
"ENSMUSG00000040721"	230	293	321	372.999	420.999	363	451.001	506	491.999	261	363	247	346	285	309.001	213	165	107
"ENSMUSG00000040722"	86	92	94	917	1067	1092.001	972.001	1162	943.002	1465	1987	1706	1805	1844	1776	7	3	11
"ENSMUSG00000040723"	129	67	116	1916	2029	2025	2557	2568	2040	2453	3264	2138	2241	3358	2695	1781.001	2052	1187
"ENSMUSG00000040724"	4	5	7	22	34	73	13	22	23	4	13	9	5	27	20	1	7	4
"ENSMUSG00000040725"	5755	6301	5928	3438	3674.999	3548	3782	4200	3729.999	3883.001	4613	3616	4165	4160.001	4467.001	5581.001	5036	4590
"ENSMUSG00000040726"	0	0	0	0	0	2	3	0	2	6	3	0	1	0	1	0	0	0
"ENSMUSG00000040728"	6	4	13	15	3	116	5	7	14	0	6	22	4	15	1	0	0	7
"ENSMUSG00000040729"	0	0	0	11	3	45	8	3	10	12	1	17	0	0	1	0	0	0
"ENSMUSG00000040731"	5258	5370	6362	3741	4132	5321.001	4188	4144	4124.999	4052.001	4973.999	4481	4651	4009	4609	6870	5543	7258
"ENSMUSG00000040732"	12	37	89	71	31	400	20	46	158	53.999	12	66	75	19	100	15	20	29.999
"ENSMUSG00000040734"	236	356	399	117	51	144	75	81	104	31	75	87	81	56	122	33	6	31
"ENSMUSG00000040738"	614	657	611.001	387	359	493	384	475	435	379	513	389	388	451	567	496	417	446
"ENSMUSG00000040740"	0	0	4	2	6	25	3	0	2	0	4	11	1	0	1	0	0	0
"ENSMUSG00000040746"	685	879	752	772	877	1226.001	966	1063.999	1182	900.001	1154.001	920	892	1081.999	1068	750.999	751	678
